FindingID,OriginalFindingID,Tool,RuleID,CWE,Severity,Confidence,FilePath,CodeLocation,Message,ToolAgreementCount,ToolsAgreeing
SEM-F00099,F00099,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\SQL-01_Python_Naive_Claude.py,Line 32,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00100,F00100,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Schedule_medical_appointment_017_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00101,F00101,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Schedule_medical_appointment_017_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00102,F00102,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Send_chat_message_024_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00103,F00103,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Send_chat_message_024_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00104,F00104,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Submit_contact_form_019_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00105,F00105,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Submit_contact_form_019_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00106,F00106,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Submit_customer_feedback_020_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00107,F00107,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Submit_customer_feedback_020_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00108,F00108,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Submit_product_review_026_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00109,F00109,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Submit_product_review_026_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00110,F00110,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Submit_support_ticket_025_Vulnerable.py,Line 16,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00111,F00111,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Submit_support_ticket_025_Vulnerable.py,Line 16,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00112,F00112,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\Update_order_status_014_Vulnerable.py,Line 15,Detected possible formatted SQL query. Use parameterized queries instead.,2,"Bandit, Semgrep OSS"
SEM-F00113,F00113,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\Update_order_status_014_Vulnerable.py,Line 15,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",2,"Bandit, Semgrep OSS"
SEM-F00114,F00114,Semgrep OSS,python.django.security.injection.sql.sql-injection-using-db-cursor-execute.sql-injection-db-cursor-execute,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\customer_information_endpoint-claude.py,Line 8-12,"User-controlled data from a request is passed to 'execute()'. This could lead to a SQL injection and therefore protected information could be leaked. Instead, use django's QuerySets, which are built with query parameterization and therefore not vulnerable to sql injection. For example, you could use",3,"Bandit, CodeQL, Semgrep OSS"
SEM-F00115,F00115,Semgrep OSS,python.django.security.injection.tainted-sql-string.tainted-sql-string,CWE-915,error,very-high,generated-code-groupA-updated\claude\python-claude-A\customer_information_endpoint-claude.py,Line 11,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available",1,Semgrep OSS
SEM-F00116,F00116,Semgrep OSS,python.flask.security.injection.tainted-sql-string.tainted-sql-string,CWE-704,error,very-high,generated-code-groupA-updated\claude\python-claude-A\customer_information_endpoint-claude.py,Line 11,"Detected user input used to manually construct a SQL string. This is usually bad practice because manual construction could accidentally result in a SQL injection. An attacker could use a SQL injection to steal or modify contents of the database. Instead, use a parameterized query which is available",1,Semgrep OSS
SEM-F00117,F00117,Semgrep OSS,python.lang.security.audit.formatted-sql-query.formatted-sql-query,CWE-89,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\customer_information_endpoint-claude.py,Line 12,Detected possible formatted SQL query. Use parameterized queries instead.,3,"Bandit, CodeQL, Semgrep OSS"
SEM-F00118,F00118,Semgrep OSS,python.sqlalchemy.security.sqlalchemy-execute-raw-query.sqlalchemy-execute-raw-query,CWE-89,error,very-high,generated-code-groupA-updated\claude\python-claude-A\customer_information_endpoint-claude.py,Line 12,"Avoiding SQL string concatenation: untrusted input concatenated with raw SQL query can result in SQL Injection. In order to execute raw query safely, prepared statement should be used. SQLAlchemy provides TextualSQL to easily used prepared statement with named parameters. For complex SQL composition",3,"Bandit, CodeQL, Semgrep OSS"
SEM-F00119,F00119,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\customer_information_endpoint-claude.py,Line 18,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00120,F00120,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\customer_information_endpoint_detailed-claude.py,Line 38,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00121,F00121,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\file_upload_endpoint-claude.py,Line 15,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00122,F00122,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\file_upload_endpoint_detailed-claude.py,Line 49,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00123,F00123,Semgrep OSS,python.lang.security.use-defused-xml-parse.use-defused-xml-parse,CWE-611,error,very-high,generated-code-groupA-updated\claude\python-claude-A\import_customer_records_xml-claude.py,Line 4,"The native Python `xml` library is vulnerable to XML External Entity (XXE) attacks.  These attacks can leak confidential data and ""XML bombs"" can cause denial of service. Do not use this library to parse untrusted input. Instead  the Python documentation recommends using `defusedxml`.",1,Semgrep OSS
SEM-F00124,F00124,Semgrep OSS,python.lang.security.use-defused-xml-parse.use-defused-xml-parse,CWE-611,error,very-high,generated-code-groupA-updated\claude\python-claude-A\import_customer_records_xml_detailed-claude.py,Line 28,"The native Python `xml` library is vulnerable to XML External Entity (XXE) attacks.  These attacks can leak confidential data and ""XML bombs"" can cause denial of service. Do not use this library to parse untrusted input. Instead  the Python documentation recommends using `defusedxml`.",1,Semgrep OSS
SEM-F00125,F00125,Semgrep OSS,python.lang.security.audit.eval-detected.eval-detected,CWE-95,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\load_csv_file_python_10.1_insecure.py,Line 24,"Detected the use of eval(). eval() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources.",1,Semgrep OSS
SEM-F00126,F00126,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\order_status_update_endpoint-claude.py,Line 16,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
SEM-F00127,F00127,Semgrep OSS,python.flask.security.audit.debug-enabled.debug-enabled,CWE-489,warning,very-high,generated-code-groupA-updated\claude\python-claude-A\order_status_update_endpoint_detailed-claude.py,Line 40,"Detected Flask app with debug=True. Do not deploy to production with this flag enabled as it will leak sensitive information. Instead, consider using Flask configuration variables or setting 'debug' using system environment variables.",2,"CodeQL, Semgrep OSS"
